title,text,site,date,category,class,url
Trump Signs Executive Order Mandating Second Breakfast,"WASHINGTON, D.C. -- The new administration continued to usher in a modern golden age for America, as President Donald Trump signed an executive order mandating second breakfast as an official meal. Trump made the announcement to a gathering of reporters in the Oval Office Thursday morning and marked the historic occasion by sitting down to enjoy the ceremonial First Second Breakfast in White House history. ""We love our toast and jam, don't we folks?"" Trump said as an aide laid out the second breakfast spread on the Resolute Desk. ""Every American family should sit down for Second Breakfast on a daily basis. It's the second version of the most important meal of the day, which means it's just as important as First Breakfast, which is delicious. You can never have too much bacon. And pastries, so many very beautiful pastries. With filling. Always with filling."" Insiders said the executive order would extend to federal agencies and government-funded schools nationwide, mandating an official break to allow employees and students to partake in second breakfasts to hold them over until lunch. ""This is part of President Trump's even larger, overarching agenda,"" said one administration source. ""This is only the beginning. By 2028, our goal is to have Americans eating the full slate of seven Hobbit meals."" Administration officials refused to comment on reports that an additional executive order mandating elevensies was being targeted for the fall. At publishing time, a Biden-appointed federal judge issued an emergency ruling declaring Trump's Second Breakfast mandate unconstitutional. An elite force from DOGE uncovers the most absurd waste of taxpayer dollars.",The Babylon Bee,2025-02-20,U.S.,Satire,https://babylonbee.com/news/trump-signs-executive-order-mandating-second-breakfast
Democrats Warn That American People May Tamper With Next Election,"WASHINGTON, D.C. - In his opening statement at Trump's impeachment trial, Rep. Adam Schiff reminded the Senate of their solemn duty and the gravity of just what it is they will be discussing at the trial. Schiff warned that if Trump is not impeached, the American people may have a chance to tamper with the next election. ""If President Trump is not impeached, the American people might get a say in who is president,"" Schiff said gravely. ""We simply can't allow that to happen. We must diligently defend our electoral process against electoral outcomes we do not like. If that means seizing power through a sham impeachment trial, so be it."" ""When the Founders wrote that founding document thing, they never imagined there would be electoral outcomes that Democrats did not agree with."" Democrats also said they even have hard evidence that the 2016 election was compromised by Republicans voting for Trump. ""We know this horrible outcome could happen, because it's already happened once before.""",The Babylon Bee,2020-01-23,Politics,Satire,https://babylonbee.com/news/democrats-warn-that-american-people-may-tamper-with-next-election
Delta Adds A Little Hanging Tennis Ball To End Of Runway For Female Pilots,"U.S. -- As an added safety measure to prevent further runway catastrophes, Delta Airlines has added a little hanging tennis ball to the end of runways to help female pilots. After multiple recent incidents of female pilots struggling to figure out exactly when a runway begins and ends, Delta decided to begin positioning cranes to hang tennis balls from a string at the end of each runway. ""A tennis ball on a string is the most trusted technique in the world to keep women from wrecking,"" explained Delta CEO Ed Bastian. ""Millions of women have been stopped from smashing their cars into the garage wall by husbands graciously hanging up a tennis ball. We are excited to bring this tried-and-true technology to Delta Airlines to hopefully keep our female pilots from wrecking any more planes."" According to airport personnel, the tennis ball on a string has already prevented over a dozen crashes by female pilots. ""Now, if we can just get those lady pilots to stop checking their makeup and focus on the instrument panel,"" said air traffic controller Bob Rendon. ""Hang on a minute, got a girl pilot coming in hot -- stop when you touch the tennis ball, I repeat, brake for the tennis ball!"" At publishing time, a female pilot in Toronto had called her husband to say she might have gotten a slight scratch on her plane. An elite force from DOGE uncovers the most absurd waste of taxpayer dollars.",The Babylon Bee,2025-02-19,U.S.,Satire,https://babylonbee.com/news/delta-adds-a-little-hanging-tennis-ball-to-the-end-of-the-runway-for-female-pilots
Hillary Clinton: 'The Only Crime I Ever Committed Was Stealing The Hearts Of The American People',"WASHINGTON, D.C. - In an interview over the weekend, Hillary Clinton continued to deny any wrongdoing in the various controversies she was involved with during her time as Secretary of State and the 2016 Democratic candidate, claiming her only crime was ""stealing the hearts of the American people."" The interviewer asked Clinton if she was guilty of any of the myriad accusations against her when she admitted to being ""100% guilty"" of being America's sweetheart. ""If being an extremely likable person beloved by every true American is a crime, then lock me up!"" she said, laughing. ""I'm guilty on all counts! Put me away for years! Throw me in the dungeon and toss the key in the garbage!"" She also confessed to lesser crimes of being ""a woman of the people"" and ""extremely relatable."" ""I can't help it if I'm just really good at connecting with the common man, who may only own two or three modest homes and wear suits worth less than $1,000,"" she said. ""I'm just that really down-to-earth kind of person, and you can't blame me for that. It's just who I am, fam!""",The Babylon Bee,2018-11-12,Politics,Satire,https://babylonbee.com/news/hillary-clinton-the-only-crime-i-ever-committed-was-stealing-the-hearts-of-the-american-people
Concerns Grow About Pope's Health After He Says Something Theologically Accurate,"VATICAN CITY -- Concerns over the health and mental ability of the Pope grew this week after the Supreme Pontiff was overheard saying something theologically accurate. ""It seems clear to me that his condition is worsening,"" said one member of the Papal ferula, speaking on condition of anonymity. ""He gave a declaration and it was free of so much as a hint of error or heresy. There's something very wrong here, and we hope he's ok."" The statement, which reportedly affirmed the Trinity, the incarnation, and the status of homosexuality as a sin, took many in the Vatican by surprise. ""He didn't leave anything open to interpretation here,"" said San Diego Cardinal McElroy. ""His statement was clear and unambiguous. The Holy Father is clearly not himself. We pray for his quick recovery."" At this time, doctors have not confirmed if the Pope's ongoing bout with double pneumonia might be causing him to make such clear and error-free statements, and have asked for privacy while they take time to further evaluate his condition. ""Everything he's been saying the last few days has been in line with the Scriptures, which is very unlike him,"" another Vatican source said. ""This is a very bad sign."" At publishing time, medical experts had given the Pope 2 weeks to live after he endorsed President Trump's immigration plan. An elite force from DOGE uncovers the most absurd waste of taxpayer dollars.",The Babylon Bee,2025-02-21,Church,Satire,https://babylonbee.com/news/concerns-grow-about-popes-health-after-he-says-something-theologically-accurate
Are You A Woman? 12 Signs To Look For,"What is a woman? Nobody knows - not even Supreme Court nominees. But we've come up with a few key indicators to look for. Run through this list and keep track of how many ""yes"" answers you come up with. The more affirmatives, the more likely you're a chick! 1. Are you always cold? 2. Has a human ever popped out of you? 3. Have you ever decorated a bed with six or more pillows? 4. Can you tell the difference between cream white and rustic farmhouse white? 5. Have you run into a curb in the past 24 hours? Be honest, CAROL. 6. DO YOU BLEED? Like, for an extended period of time at regular intervals? 7. Does it take you over three hours to decide what you want to eat? 8. Are you currently a member of at least three pyramid schemes? 9. Do you find simple movie plots hard to follow? 10. Do you frequently describe your emotional state as ""fine"" when you are not in fact fine? 11. Is your Starbucks drink order anything other than black coffee? 12. Do you have two X chromosomes? Tally up your number of ""Yes"" answers and consult this chart: 0-2:There's a small chance you're a dude, bro. 3-5:We're getting some real feminine vibes here. 6-8:Starting to look kinda likely that you're probably a woman. 9-11:Definitely a woman. 12:You are the final boss of women. Congrats! An elite force from DOGE uncovers the most absurd waste of taxpayer dollars.",The Babylon Bee,2022-03-24,Faith Tips,Satire,https://babylonbee.com/news/are-you-a-woman-12-signs-to-look-for
10 Things Kash Patel's FBI Will Be Investigating First,"Now that Kash Patel has been officially confirmed as the new director of the Federal Bureau of Investigation, he's rolling out a new list of top priorities for the agency to focus on moving forward. Through intricate back channels, The Babylon Bee has obtained the following list of priorities for the FBI under Kash Patel: Determine how many licks it takes to get to the center of a Tootsie Roll Pop:Previous testimony from an owl has been proven to be falsified. Locating the lost Sankara Stones:A mystery that holds great cultural significance to Patel's people. Find out why aliens seem to only abduct drunk hillbillies:What are they hiding? Investigate why kids love the taste of Cinnamon Toast Crunch:No law enforcement organization has been willing to touch this one. Round up everyone who used the ""poke"" feature on Facebook:It's time for those obnoxious people to face justice. Declassify KFC's secret blend of 11 herbs and spices:Buckets of delicious fried chicken have already been seized as evidence. Investigate the long-rumored existence of a place called ""Vermont"":As of yet, no proof has been provided to confirm it. Find out once and for all who killed Mr. Boddy in the library with the lead pipe:Most recent reports indicated that Colonel Mustard remains the prime suspect. Investigate the status ofHalf-Life 3:The world has a right to know. Kidnap Gretchen Whitmer for real this time:Stop getting everyone's hopes up and do it already. It's about time we started getting answers to all of these mysteries. What other cases should the FBI focus on? Post them in the comments below. An elite force from DOGE uncovers the most absurd waste of taxpayer dollars.",The Babylon Bee,2025-02-20,U.S.,Satire,https://babylonbee.com/news/10-priorities-of-kash-patels-fbi
"Biden Apologizes For Racist Gaffe: 'I Like All Races, Even The Bad Ones'","WASHINGTON, D.C. - Joe Biden has once again apologized for his most recent seemingly racist comment. Biden apologized and made amends, clarifying that he likes all races, ""even the bad ones"". ""Everyone who knows me knows I'm not a racist,"" said Biden. ""I even have a black friend, Barry. Smart, articulate guy."" Aides were then seen signaling him to stop talking, but Biden pushed on. ""Rest assured,"" Biden said. ""I like all races, even the bad ones."" Aides threw up their hands in exasperation. ""What? What'd I say?"" The media immediately jumped all over Biden's comments, responding to his horrifying gaffe by condemning President Trump",The Babylon Bee,2019-08-09,Politics,Satire,https://babylonbee.com/news/biden-apologizes-for-racist-gaffe-i-like-all-races-even-the-bad-ones
Judge Dismisses Sexual Assault Allegations Against Biden On Grounds That He Is Not A Republican,"WASHINGTON, D.C. - Democratic presumptive presidential nominee Joe Biden was cleared in federal court today of charges that some claimed were based upon credible allegations of sexual assault when the judge quickly realized that Joe Biden was not a Republican. ""Well, this looks pretty serious... let's see who is on - wait a minute. He's a Democrat! I can find no fault with him,"" declared a fourth circuit federal judge hearing preliminary claims. ""It is well established in this court that Republicans are the ones who want to silence women and control their bodies. Haven't you seenThe Handmaid's Tale?"" the judge further added before banging down the gavel. The bailiff immediately grabbed the female accuser by the collar and threw her up into the air out onto the sidewalk, just like in the cartoons. The allegations against then-Senator Joe Biden date back to 1993. Several other people had corroborated key details relating to the seriousness and timing of the intern's story including a discovered CNN clip of her mother callingThe Larry King Showand a neighbor confirming that the woman had told her at the time what had happened. However, this circumstantial evidence of vile behavior, even interpreted under the generous standard of ""believe all women"" set by the government in prior cases involving Republicans, was declared to only be valid if the alleged perpetrator was a greedy, evil Republican. ""This is a victory for the judicial standard in our country of assuming the accused are innocent until proven guilty in a court of law,"" stated Alyssa Milano. ""We always need to maintain this standard of maintaining silence and withholding judgment on such cases when it is convenient and maintains our narratives."" ""I believe and hear you, Joe"" she added. At publishing time, celebrities were circulating a video in which they were singing individual lines of ""Imagine"" off-key in support of the rich, old, white male Democrat who was promising to take down the bad orange man.",The Babylon Bee,2020-04-28,Politics,Satire,https://babylonbee.com/news/judge-dismisses-sexual-assault-allegations-against-biden-on-grounds-that-he-is-not-a-republican
FBI Hires Top-Rated Italian Bodyguard Hiluigi Clintonelli To Protect Ghislaine Maxwell,"BRADFORD, NH - Following the arrest of Ghislaine Maxwell for sex abuse charges, the FBI is taking no chances in keeping her safe while she awaits trial. Sparing no expense, the FBI has hired top-notch Italian bodyguard Hiluigi Clintonelli. ""It's-a me, Clintonelli!"" said the world-renowned bodyguard arriving at the prison. Thanks to the particularly glowing reviews from high-profile individuals such as President Bill Clinton and Prince Andrew, all federal prison security checks were waived for Hiluigi. ""There's simply no one else that we trust to execute this job as she can."" ""Mamma mia, this simply will not do!"" exclaimed Hiluigi Clintonelli as she forcefully cleared the room. She warned that anyone other than her could be a threat to Ghislaine's life. Clintonelli also connected all camera feeds to her personal server to ensure that all recorded video was properly secured.",The Babylon Bee,2020-07-02,Politics,Satire,https://babylonbee.com/news/federal-prison-hires-top-rated-italian-bodyguard-hillena-clintonelli-to-protect-ghislaine-maxwell
Trump Announces He Has Hidden 5 Golden Tickets Among Stimulus Checks,"WASHINGTON, D.C. - Trump has built up a lot of buzz over the coming stimulus payments, saying he has hidden five golden tickets among the checks heading to Americans this week. Anyone who gets a golden ticket will win a free tour of Mar-a-Lago. Rumor has it that Trump will be watching them closely to see which of the winners has the qualities he looks for in a manager, with the best candidate getting hired as Mar-a-Lago's onsite McDonald's manager. ""Who will win? Nobody knows!"" Trump said gleefully as he carefully signed each of the golden tickets before hiding them among the stimulus checks. ""I, Donald Trump, have decided to allow five Americans - just five, mind you, and no more - to visit my resort this year. These lucky five will be shown around personally by me, and they will be allowed to see all the secrets and the magic of my hotel and golf resort -- the best golf, maybe ever. Then, at the end of the tour, as a special present, all of them will be given Season 1 ofThe Apprenticeon DVD!"" ""So watch out for the Golden Tickets! Five Golden Tickets have been printed on golden paper, and these five Golden Tickets have been hidden in your stimulus checks. These five may be anywhere - in any mailbox in the country. And the five lucky finders of these five Golden Tickets are the only ones who will be allowed to visit my Mar-a-Lago during the lockdown. Good luck to you all!"" Unfortunately, he put all five golden tickets in a stimulus envelope addressed to Jim Acosta.",The Babylon Bee,2020-04-15,Politics,Satire,https://babylonbee.com/news/trumps-says-5-golden-tickets-to-be-hidden-among-stimulus-checks
Bill Clinton: 'Allegations Of Sexual Misconduct Should Disqualify A Man From Public Office',"WASHINGTON, D.C. - In the midst of Judge Kavanaugh's ongoing confirmation process, Bill Clinton offered a few words in order to discourage the Senate from confirming the man to the Supreme Court, claiming that ""allegations of sexual misconduct should disqualify a man from public office."" Speaking to an interviewer on MSNBC, Clinton came out swinging, stating in no uncertain terms that ""any single allegation of sexual misconduct should immediately call into question a man's ability to help lead a nation."" ""How can you trust somebody who has some accusations against them?"" he said thoughtfully. ""I know for my part, if a judge or president had even a single allegation - let alone several credible ones - I wouldn't want that person to be representing our entire country. It just wouldn't make any sense."" ""We really need to return to an era of honesty and integrity in our political leadership, like during my term for example,"" he concluded.",The Babylon Bee,2018-09-25,Politics,Satire,https://babylonbee.com/news/bill-clinton-allegations-of-sexual-misconduct-should-disqualify-a-man-from-public-office
Large Turnout At Memorial For Hans Gruber Who Was Thrown From A Building By A Police Officer,"LOS ANGELES, CA - A huge crowd turned out Sunday for the Hans Gruber memorial service. Gruber was the victim of police violence, having been thrown from Nakatomi Plaza by police officer John McClane, which many consider one of the most excessive uses of force ever witnessed. After the incident, there were protests all week, and now thousands from all over the country came to pay respects to Gruber, widely described as an ""intelligent and witty soul."" ""That man was a hero,"" said Doyle Graham, who traveled from Nevada to pay respects. ""I mean, I don't really know much about him other than that some police officer killed him, but he seems like someone we should all honor and emulate."" Gruber was part of a mainly peaceful protest against the Nakatomi Corporation, which was goaded into violence by the actions of McClane. Ultimately, McClane threw Gruber from the 30th floor, even though Gruber was completely unarmed (or at least he was when he hit the ground). Even LAPD Deputy Chief Dwayne T. Robinson denounced the actions, calling McClane a ""nutcase"" who should have ""just stayed put."" Many at the memorial are now wearing shirts with ""Gruber"" written on them to remember the man who was taken too soon thanks to unaccountable police actions. There are calls for the arrest of John McClane, including from Hans Gruber's brother, Simon, who vows to do something about him.",The Babylon Bee,2020-08-31,U.S.,Satire,https://babylonbee.com/news/large-turnout-for-memorial-for-hans-gruber-who-was-thrown-from-a-building-by-a-police-officer
Joel Osteen Tests Negative For Christianity,"HOUSTON, TX - On a video posted to his Facebook page Thursday, a relieved Joel Osteen announced that he's tested negative for biblically faithful Christianity. A nervous Osteen had accidentally come into contact with the Bible several days prior and feared he had contracted the gospel. ""I'm relieved to announce that I'm 100% gospel-free,"" the smiling pastor said. He'd been quarantining himself from friends and family for a few days just in case he was gospel-positive, not wanting the gospel to spread to anyone else. ""My hand had briefly brushed against the Bible, as I thought it was one of my books. We've disposed of it, of course, and I've notified all the people I've come into contact with since then so they could quarantine."" ""I'm just glad I'm still safe from the truth that I'm a hopeless sinner in need of a savior."" Osteen has, however, tested positive for a novel prosperity gospel virus -- a new but still very deadly mutation of an ancient heresy.",The Babylon Bee,2020-03-26,Celebs,Satire,https://babylonbee.com/news/joel-osteen-tests-positive-for-heresy
Genius Trump Nominates Joe Biden To Supreme Court Forcing Dems To Accuse Him Of Sexual Assault,"WASHINGTON, D.C. - Trump has announced his pick for Supreme Court justice: Joe Biden. By nominating Biden, Trump has forced the Dems' hands, making them believe the sexual assault claims and allegations of inappropriate, creepy behavior against the former vice president. The ""4D chess"" move forced Dems to immediately accuse Joe Biden of sexual assault and reverse their position on the current claims against him. ""We now believe Tara Reade,"" said a somber Kamala Harris, ""and we will do everything in our power to destroy this man's life."" In addition to believing current claims against Joe Biden, Democrats also immediately dug up 417 new accusers against Joe Biden. He has been accused of participating in wild frat parties, drunken keggers, and something called the ""Devil's Triangle,"" which Dems say is either a Satanic ritual or code for a sexual practice or ""maybe both."" ""It's clear this man is dangerous and cannot be trusted,"" said Nancy Pelosi. ""We call on the Senate to turn down his nomination and run him out of public life."" Biden released a statement, saying, ""I just want to go home and see my grandkids again."" His mic was cut off and he was pulled off the stage with a shepherd's crook.",The Babylon Bee,2020-09-20,Politics,Satire,https://babylonbee.com/news/genius-trump-nominates-joe-biden-to-supreme-court
